FORGE_PHASE_2_X_MODULE_DECISION_TABLE.txt
Generated: 2026-06-04
Scope: Concise module decision table for human review.

[Module Name | Classification | Recommended Domain | Ownership | Candidate | Action Recommendation | Priority | Notes]
command-palette.js | DO NOT TOUCH | Alfred / Universal Command Bar | Alfred / Universal Command Bar | Core / Protected Surface | DO NOT TOUCH | ALTA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate Preserve Alfred visible UX vs Command OS infrastructure boundary.
command-search-engine.js | KEEP | Alfred / Universal Command Bar | Alfred / Universal Command Bar | Core / Domain Module | KEEP | BAJA | No immediate static risk detected. Preserve Alfred visible UX vs Command OS infrastructure boundary.
universal-search-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Alfred / Universal Command Bar | Alfred / Universal Command Bar | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
command-palette-ui.js | DO NOT TOUCH | Alfred / Universal Command Bar, with Command OS as execution dependency | Alfred / Universal Command Bar, with Command OS as execution dependency | Core / Protected Surface | DO NOT TOUCH | ALTA | possible duplicate / overlap candidate Preserve Alfred visible UX vs Command OS infrastructure boundary.
command-palette.store.js | DO NOT TOUCH | Alfred / Universal Command Bar, with Command OS as execution dependency | Alfred / Universal Command Bar, with Command OS as execution dependency | Core / Protected Surface | DO NOT TOUCH | ALTA | No immediate static risk detected. Preserve Alfred visible UX vs Command OS infrastructure boundary.
command-palette.tsx | DO NOT TOUCH | Alfred / Universal Command Bar, with Command OS as execution dependency | Alfred / Universal Command Bar, with Command OS as execution dependency | Core / Protected Surface | DO NOT TOUCH | ALTA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate Preserve Alfred visible UX vs Command OS infrastructure boundary.
discovery-insights-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
field-confidence-engine.js | KEEP | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
imagina-ser-human-language-engine.js | KEEP | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
policy-field-confidence-map.js | DELETE LATER ONLY IF PROVEN UNUSED | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-financial-summary-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-normalization-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-smart-sort-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
policy-validation-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
primary-risk-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected Requires Compensation vs Rule Pack ownership validation.
risk-story-context-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
shared-document-priority-engine.js | KEEP | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
smnyl-alerts-engine.js | DOCUMENT | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review
smnyl-cancelaciones-engine.js | DOCUMENT | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Core / Domain Module | DOCUMENT | MEDIA | carrier-specific boundary review
smnyl-command-palette-engine.js | CONSOLIDATE LATER | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Migration Candidate | CONSOLIDATE LATER | MEDIA | carrier-specific boundary review; possible duplicate / overlap candidate Preserve Alfred visible UX vs Command OS infrastructure boundary.
smnyl-opportunity-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | COMPENSATION INTELLIGENCE | COMPENSATION INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review; possible orphan / no incoming imports detected
contextual-suggestion-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | CONSERVATION INTELLIGENCE | CONSERVATION INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
semantic-navigation-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | CONSERVATION INTELLIGENCE | CONSERVATION INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected
smart-field-detection-engine.js | KEEP | CONSERVATION INTELLIGENCE | CONSERVATION INTELLIGENCE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
smnyl-anomaly-engine.js | DOCUMENT | CONSERVATION INTELLIGENCE | CONSERVATION INTELLIGENCE | Core / Domain Module | DOCUMENT | MEDIA | carrier-specific boundary review
smnyl-executive-dashboard-engine.js | DOCUMENT | CONSERVATION INTELLIGENCE | CONSERVATION INTELLIGENCE | Core / Domain Module | DOCUMENT | ALTA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review; UI/business interpretation boundary review
smnyl-insights-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | CONSERVATION INTELLIGENCE | CONSERVATION INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | carrier-specific boundary review; possible orphan / no incoming imports detected
smnyl-kpi-engine.js | DOCUMENT | CONSERVATION INTELLIGENCE | CONSERVATION INTELLIGENCE | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review
smnyl-persistencia-engine.js | DOCUMENT | CONSERVATION INTELLIGENCE | CONSERVATION INTELLIGENCE | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review
smnyl-renovaciones-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | CONSERVATION INTELLIGENCE | CONSERVATION INTELLIGENCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | carrier-specific boundary review; possible orphan / no incoming imports detected
smnyl-retencion-engine.js | DOCUMENT | CONSERVATION INTELLIGENCE | CONSERVATION INTELLIGENCE | Core / Domain Module | DOCUMENT | MEDIA | carrier-specific boundary review
smnyl-risk-engine.js | CONSOLIDATE LATER | CONSERVATION INTELLIGENCE | CONSERVATION INTELLIGENCE | Migration Candidate | CONSOLIDATE LATER | MEDIA | carrier-specific boundary review; possible orphan / no incoming imports detected; possible duplicate / overlap candidate
smnyl-time-block-engine.js | DOCUMENT | CONSERVATION INTELLIGENCE | CONSERVATION INTELLIGENCE | Core / Domain Module | DOCUMENT | MEDIA | carrier-specific boundary review
comisiones-rules-gmm.js | DELETE LATER ONLY IF PROVEN UNUSED | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | hardcoded/rule-pack-sensitive values possible; possible orphan / no incoming imports detected Requires Compensation vs Rule Pack ownership validation.
comisiones-utils.js | DELETE LATER ONLY IF PROVEN UNUSED | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected Requires Compensation vs Rule Pack ownership validation.
comisiones.js | CONSOLIDATE LATER | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Migration Candidate | CONSOLIDATE LATER | ALTA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate Requires Compensation vs Rule Pack ownership validation.
commission-projection-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected Requires Compensation vs Rule Pack ownership validation. Requires predictive vs historical truth and source/rate validation.
commissionable-amount-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | BAJA | possible orphan / no incoming imports detected Requires Compensation vs Rule Pack ownership validation.
concursos.js | CONSOLIDATE LATER | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate Requires Compensation vs Rule Pack ownership validation.
smnyl-bonos-engine.js | DO NOT TOUCH | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Core / Protected Surface | DO NOT TOUCH | ALTA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review Requires Compensation vs Rule Pack ownership validation.
smnyl-comisiones-engine.js | DO NOT TOUCH | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Core / Protected Surface | DO NOT TOUCH | ALTA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review; possible orphan / no incoming imports detected; possible duplicate / overlap candidate Requires Compensation vs Rule Pack ownership validation.
smnyl-comisiones-vida.js | DELETE LATER ONLY IF PROVEN UNUSED | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review; possible orphan / no incoming imports detected Requires Compensation vs Rule Pack ownership validation.
smnyl-concursos-engine.js | DO NOT TOUCH | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Core / Protected Surface | DO NOT TOUCH | ALTA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review; possible duplicate / overlap candidate Requires Compensation vs Rule Pack ownership validation.
smnyl-conteo-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review; possible orphan / no incoming imports detected
smnyl-prima-engine.js | DO NOT TOUCH | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Core / Protected Surface | DO NOT TOUCH | ALTA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review Requires Compensation vs Rule Pack ownership validation.
smnyl-produccion-engine.js | DOCUMENT | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Core / Domain Module | DOCUMENT | MEDIA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review
smnyl-training-allowance-engine.js | DO NOT TOUCH | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Compensation Intelligence + RuleSnapshot / Rule Pack boundary | Core / Protected Surface | DO NOT TOUCH | ALTA | hardcoded/rule-pack-sensitive values possible; carrier-specific boundary review
financial-utils.js | KEEP | ECONOMIC MOTIVATION | ECONOMIC MOTIVATION | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
imagina-ser-article-151-engine.js | KEEP | ECONOMIC MOTIVATION | ECONOMIC MOTIVATION | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
imagina-ser-fiscal-slide-engine.js | KEEP | ECONOMIC MOTIVATION | ECONOMIC MOTIVATION | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
shared-tax-profile-engine.js | KEEP | ECONOMIC MOTIVATION | ECONOMIC MOTIVATION | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
advisor-conversion-success.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
advisor-demo.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
candidate-demo.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
client-demo.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
forge-schema-reporter.js | DELETE LATER ONLY IF PROVEN UNUSED | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected
interview-evidence-fixture-test.js | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
interview-evidence-strong-candidate.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
interview-evidence-weak-candidate.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
manager-report-demo.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
market-evidence-fixture-test.js | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
market-evidence-strong.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
market-evidence-weak.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
nash-decision-demo.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
nash-intent-master-test.js | CONSOLIDATE LATER | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
organization-profile-demo.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
policy-demo.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
precontract-activity-high.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
precontract-activity-low.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
precontract-cycle-active.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
precontract-cycle-expired.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
precontract-cycle-reactivated.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
precontract-demo.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
presentation-basic-imagina-ser.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
project200-strong-market.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
project200-weak-market.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
prospect-demo.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
question-evidence-strong-candidate.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
question-evidence-weak-candidate.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
rda-strong-market.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
rda-weak-market.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
recruit-identity-demo.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
recruitment-application-first-attempt.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
recruitment-application-manager-change.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
recruitment-application-office-change.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
recruitment-application-reentry.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
recruitment-lifecycle-full-demo.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
relationship-demo.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
relationship-report-demo.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
vida-mujer-client-presentation-engine.js | CONSOLIDATE LATER | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
vida-mujer-fixture.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
vida-mujer-quote-fixture.json | KEEP | EVIDENCE & PROVENANCE | EVIDENCE & PROVENANCE | Core / Domain Module | KEEP | BAJA | Fixture/evidence file; preserve provenance and source context.
real-retirement-mxn-scenario-test.js | KEEP | FORECAST INTELLIGENCE | FORECAST INTELLIGENCE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
shared-meaningful-numbers-engine.js | KEEP | FORECAST INTELLIGENCE | FORECAST INTELLIGENCE | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
dynamic-cash-value-projection-engine.js | DO NOT TOUCH | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | Core / Protected Surface | DO NOT TOUCH | ALTA | No immediate static risk detected. Requires predictive vs historical truth and source/rate validation.
future-currency-value-engine.js | KEEP | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | Core / Domain Module | KEEP | ALTA | No immediate static risk detected. Requires predictive vs historical truth and source/rate validation.
life-expectancy-projection-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | ALTA | possible orphan / no incoming imports detected Requires predictive vs historical truth and source/rate validation.
projection-engine.js | DO NOT TOUCH | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | Core / Protected Surface | DO NOT TOUCH | ALTA | No immediate static risk detected. Requires predictive vs historical truth and source/rate validation.
projection-milestone-engine.js | KEEP | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | Core / Domain Module | KEEP | ALTA | No immediate static risk detected. Requires predictive vs historical truth and source/rate validation.
retirement-presentation-scenario-engine.js | KEEP | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | Core / Domain Module | KEEP | BAJA | No immediate static risk detected.
shared-currency-projection-engine.js | DO NOT TOUCH | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | Core / Protected Surface | DO NOT TOUCH | ALTA | No immediate static risk detected. Requires predictive vs historical truth and source/rate validation.
shared-projection-scenarios-engine.js | KEEP | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | Core / Domain Module | KEEP | ALTA | No immediate static risk detected. Requires predictive vs historical truth and source/rate validation.
smnyl-forecast-engine.js | DOCUMENT | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | FORECAST INTELLIGENCE, with Economic Motivation/Product Intelligence consumers | Core / Domain Module | DOCUMENT | ALTA | carrier-specific boundary review Requires predictive vs historical truth and source/rate validation.
close-readiness-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | hardcoded/rule-pack-sensitive values possible; possible orphan / no incoming imports detected
close-strategy-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
first-contact-ai-suggestion-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
first-contact-script-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
followup-engine.js | CONSOLIDATE LATER | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
nash-advisor-performance-engine.js | CONSOLIDATE LATER | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | CONSOLIDATE LATER | MEDIA | hardcoded/rule-pack-sensitive values possible; possible duplicate / overlap candidate
nash-followup-engine.js | CONSOLIDATE LATER | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | CONSOLIDATE LATER | MEDIA | possible duplicate / overlap candidate
objection-battle-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
objection-classifier-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
objection-intent-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
objection-memory-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
sales-dna-insight-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
sales-dna-match-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | hardcoded/rule-pack-sensitive values possible; possible orphan / no incoming imports detected
sales-dna-recommendation-engine.js | DELETE LATER ONLY IF PROVEN UNUSED | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Nash Conversation Intelligence or Sales Conversion depending on workflow vs language role | Migration Candidate | DELETE LATER ONLY IF PROVEN UNUSED | MEDIA | possible orphan / no incoming imports detected
